mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_75314,CC1=CCN2CC12C#C,2.38148,1.70276,1.18467,1.7547,84.66,-0.2214,0.0114,0.2328,1087.7512,0.146654,-364.764031,-364.755631,-364.754687,-364.796593,32.71
gdb_22138,CC(=NO)C#CCC#C,5.24312,0.58894,0.53293,0.1964,87.35,-0.2305,-0.027,0.2035,1966.0021,0.119945,-400.646097,-400.635665,-400.63472,-400.684049,35.768
gdb_60949,OC(C=O)C1C2CCN12,3.52703,1.0838,0.97841,2.2626,72.29,-0.2388,-0.0413,0.1976,1234.4258,0.146978,-439.033155,-439.024773,-439.023829,-439.066806,31.255
gdb_82317,CC1C2OC2CC11CO1,2.53108,1.73772,1.26083,0.9571,73.63,-0.2614,0.0838,0.3452,1036.5499,0.159386,-423.001682,-422.993851,-422.992907,-423.033922,30.946
gdb_1783,CC1(CO)CC1O,4.95676,1.72855,1.56012,1.1297,60.4,-0.2527,0.0677,0.3205,835.1956,0.146501,-346.830523,-346.822237,-346.821293,-346.862654,30.218
gdb_81649,CC1C2OC1C=CC=C2,2.93863,1.60228,1.31755,1.6691,81.99,-0.2188,-0.046,0.1728,1037.8985,0.161249,-385.880002,-385.872535,-385.871591,-385.911455,30.217
gdb_129637,C(c1c(onc1O)N)O,2.25702,1.62381,0.98031,1.9594,64.6,-0.2133,0.0192,0.2325,1130.6808,0.113217,-491.076361,-491.06799,-491.067046,-491.109278,31.394
gdb_81735,CC1C(O)C2(CN12)C#N,3.14811,1.28166,1.09156,5.1681,74.35,-0.2581,0.0001,0.2582,1132.2725,0.135218,-417.972219,-417.963427,-417.962483,-418.005552,32.383
gdb_108082,CCC12CC3CC1C23C,2.48717,1.41735,1.18107,0.4754,90.03,-0.2279,0.091,0.3189,1211.0765,0.205904,-351.121268,-351.112227,-351.111283,-351.154771,35.211
gdb_65022,CC1(CO1)C(C=O)C=O,2.10851,1.39818,1.06377,1.4257,68.66,-0.2566,-0.0453,0.2112,1172.554,0.131164,-458.95524,-458.945555,-458.94461,-458.990973,33.429
gdb_122613,OCCCC1COC1=O,3.76729,0.72658,0.63831,4.6667,71.97,-0.2687,0.0092,0.2779,1710.3306,0.158532,-460.182959,-460.173422,-460.172478,-460.218632,33.318
gdb_62077,OC(COC1CC1)C=O,3.36787,0.82867,0.77819,2.4215,73.03,-0.2477,-0.0378,0.2099,1518.7281,0.156556,-460.13663,-460.127056,-460.126112,-460.172443,34.318
gdb_95862,CN1CCNC(C1)C#N,2.91265,1.16741,0.87952,4.5187,80.9,-0.228,0.0269,0.2549,1321.4577,0.173271,-399.331335,-399.322708,-399.321764,-399.36447,32.865
gdb_112354,NC1=CC(=O)NC1CO,3.27116,1.17671,0.90296,5.5082,73.18,-0.2162,-0.0002,0.2161,1235.6931,0.137638,-455.193299,-455.184822,-455.183877,-455.226171,32.608
gdb_6053,CCC(C)(O)C(C)C,2.86929,1.41949,1.23554,1.3356,80.98,-0.2584,0.0667,0.3251,1162.9722,0.22038,-351.420741,-351.410008,-351.409064,-351.455426,40.298
gdb_51588,O=CCC1NC1CC#C,6.03976,0.62694,0.60587,2.5883,80.1,-0.2443,-0.0238,0.2205,1784.9958,0.144916,-401.893098,-401.883346,-401.882402,-401.929401,34.264
gdb_97046,CN=C1COC(=N)CO1,4.34584,1.07031,0.88611,0.7571,74.5,-0.2602,-0.0023,0.2579,1285.9775,0.136026,-455.149388,-455.140554,-455.139609,-455.184079,30.941
gdb_72070,OC12CC3CC1C23C=O,2.8384,1.68592,1.40807,3.1769,74.65,-0.2338,-0.0271,0.2068,960.2144,0.135943,-421.786877,-421.779487,-421.778543,-421.818445,29.377
gdb_74488,CC1=CC2(CCC1)CC2,2.66107,1.31171,0.98381,0.2861,94.51,-0.2126,0.0338,0.2464,1307.3973,0.207261,-351.175529,-351.166802,-351.165858,-351.208476,35.029
gdb_26904,NC1=C(O)N=CC(=N)N1,3.11751,1.44972,0.9908,2.9877,79.47,-0.1716,-0.0418,0.1297,1115.7824,0.114435,-450.15982,-450.151756,-450.150812,-450.19203,31.229
gdb_17686,OC1CC1(O)C1CO1,4.41451,1.40111,1.33622,2.3748,61.17,-0.2358,0.0655,0.3013,955.9064,0.128933,-420.825487,-420.817736,-420.816792,-420.85738,29.496
gdb_117178,CCOC(=O)C(C)OC,2.40684,1.04758,0.79217,2.6876,77.03,-0.2473,0.0074,0.2547,1523.2792,0.178954,-461.391278,-461.380154,-461.37921,-461.428974,38.052
gdb_83150,OC1C2COC(=O)C12O,2.17231,1.85055,1.46794,2.5582,60.91,-0.251,-0.0016,0.2494,940.1333,0.112276,-494.915657,-494.907763,-494.906819,-494.94785,29.815
gdb_84523,CC1C=CC2C(C#C)C12,2.19038,1.71313,1.39209,0.8305,85.85,-0.2225,0.014,0.2365,1045.4942,0.159206,-348.718788,-348.710515,-348.70957,-348.751163,32.849
gdb_118438,CC[NH2+]C(CO)C([O-])=O,2.29533,1.0581,0.81994,4.1044,72.0,-0.2488,0.0125,0.2614,1455.3907,0.170436,-477.45216,-477.442086,-477.441141,-477.488104,35.847
gdb_132898,CC1=CC(=N)OC=C1F,3.06703,1.36604,0.95062,2.2807,74.74,-0.2119,-0.0496,0.1623,1151.5485,0.111906,-461.943003,-461.93515,-461.934206,-461.975482,29.566
gdb_83814,CC1C2CCC=CC12C,2.0672,1.62235,1.33099,0.2145,91.24,-0.225,0.0241,0.2491,1150.9373,0.207029,-351.167401,-351.158439,-351.157495,-351.200383,35.533
gdb_45964,N=C1OCC(=O)N2CC12,3.05368,1.63228,1.17311,1.218,67.92,-0.2608,-0.0261,0.2346,998.8987,0.114061,-453.946509,-453.939199,-453.938255,-453.978738,27.404
gdb_107585,CCC12OC1CCC2=O,2.66535,1.53883,1.12274,2.6482,75.08,-0.2377,-0.0269,0.2109,1131.5151,0.158828,-423.050297,-423.041709,-423.040765,-423.083653,32.295
gdb_48541,O=CC12C3CC1OC2C3,2.86181,1.50712,1.4817,2.8813,72.79,-0.245,-0.0355,0.2095,973.1772,0.136383,-421.782671,-421.775465,-421.774521,-421.814765,27.75
gdb_73681,CC12CCCC1OCO2,2.12262,1.93921,1.47082,1.4012,76.68,-0.2436,0.0765,0.3201,1021.0541,0.184349,-424.253575,-424.245447,-424.244502,-424.286398,31.856
gdb_64662,CC1(CC#N)C2CCN12,3.86407,1.04195,1.02892,5.0152,79.36,-0.2434,0.0349,0.2783,1237.8274,0.159475,-382.042245,-382.033629,-382.032685,-382.075608,32.597
gdb_101523,CC(CO)NC(=N)C#N,2.80418,0.93709,0.78236,4.346,76.83,-0.2446,-0.0357,0.2089,1463.4484,0.146743,-435.279062,-435.268933,-435.267988,-435.314693,35.847
gdb_8467,CC12CC1(C)C(=O)O2,2.90856,2.11818,1.57895,4.4224,65.19,-0.2648,0.0077,0.2725,864.3477,0.128905,-383.754261,-383.746387,-383.745443,-383.786183,29.058
gdb_90779,CC12CC3C1N2CC3O,3.85513,1.32892,1.22327,1.5221,77.92,-0.2389,0.0712,0.3101,1089.8341,0.172043,-403.118684,-403.110762,-403.109817,-403.150634,31.924
gdb_70438,CC12CC1CC2C1CC1,2.81961,1.20643,1.00439,0.2479,89.94,-0.2409,0.0884,0.3293,1307.8599,0.206146,-351.119124,-351.110202,-351.109258,-351.152701,35.126
gdb_64699,CC1(CC#C)OC1C=O,4.55845,0.89624,0.84314,3.2108,76.35,-0.2619,-0.0467,0.2152,1364.0851,0.131453,-421.780763,-421.771177,-421.770232,-421.815432,34.419
gdb_11301,CC1CC(CO1)C=O,4.95094,1.2613,1.14507,2.6723,68.35,-0.2447,-0.0211,0.2235,1071.109,0.153402,-384.95869,-384.950482,-384.949538,-384.992464,29.305
gdb_71133,OC12CC3C(C1)N3CC2,2.79706,1.79016,1.55385,1.2779,76.67,-0.2253,0.0705,0.2957,944.8983,0.174325,-403.148328,-403.141166,-403.140222,-403.179354,30.168
gdb_123050,CCOCCC1CCC1,6.22722,0.51975,0.50045,0.9127,91.43,-0.2477,0.0881,0.3358,2307.9047,0.22813,-389.479819,-389.469184,-389.46824,-389.516867,38.094
gdb_100796,OCC(O)C(O)C1CN1,3.24766,0.93314,0.76428,2.6461,71.65,-0.2436,0.0555,0.2991,1475.1932,0.169253,-477.374336,-477.364018,-477.363074,-477.410239,37.138
gdb_98794,C1C=CCN1C(=O)CO,4.18692,1.02096,0.83355,4.7803,74.56,-0.2447,0.0011,0.2458,1336.0192,0.148096,-439.120403,-439.111846,-439.110901,-439.154196,31.279
gdb_66154,CC1(COC2CC2)CO1,3.05703,1.05583,1.00046,1.3962,78.79,-0.2371,0.0889,0.3261,1319.0327,0.180079,-424.179425,-424.169803,-424.168859,-424.214923,35.48
gdb_107189,COC12CC1C1C(O)C21,3.47865,1.22808,1.14227,1.8417,75.17,-0.2015,0.0707,0.2722,1144.8841,0.157622,-422.925182,-422.916578,-422.915634,-422.958227,33.221
gdb_110541,CCC1C2C3CC1CC23,3.2616,1.29744,1.24884,0.0625,87.44,-0.258,0.087,0.345,1160.8435,0.209348,-351.17626,-351.168518,-351.167574,-351.208452,32.022
gdb_131102,OC(C#C)C1=NNC=C1,3.38709,1.13878,0.98589,3.6437,72.68,-0.251,0.0063,0.2573,1189.5664,0.112851,-416.780867,-416.772493,-416.771549,-416.814538,30.743
gdb_38608,C1C2OC3C4OC3C4C12,3.69732,1.71673,1.46791,2.0573,70.07,-0.2368,0.0764,0.3132,900.8971,0.138063,-421.738522,-421.732406,-421.731462,-421.768733,26.108
gdb_65277,CC1(CC1)N=C2CCO2,4.10461,0.98815,0.86397,1.9,85.42,-0.2239,0.0311,0.255,1394.6933,0.170315,-403.132089,-403.123193,-403.122249,-403.166349,33.54
gdb_117929,CCC(=O)C(C)CCO,2.55542,0.77433,0.66406,3.2482,82.94,-0.2383,-0.0066,0.2317,1793.1779,0.202244,-425.449842,-425.438128,-425.437184,-425.488365,40.469
gdb_32253,COc1ccncc1O,2.68376,1.55688,0.99153,4.5408,75.2,-0.2209,-0.005,0.216,1139.3513,0.125911,-437.936793,-437.928963,-437.928019,-437.969196,29.601
gdb_25394,c1c([nH]c(=O)cn1)C=O,3.02948,1.40049,0.95774,2.9854,72.98,-0.2515,-0.1078,0.1437,1111.993,0.090901,-452.813076,-452.806009,-452.805065,-452.844951,26.036
gdb_33681,N#CC12C3NC1COC23,3.23496,1.47257,1.38934,3.7618,69.94,-0.2394,0.0086,0.248,954.7971,0.115409,-416.769907,-416.763285,-416.762341,-416.801005,25.961
gdb_18079,CCCC1C2CCC12,4.46807,1.08991,1.05614,0.2126,81.95,-0.2467,0.0872,0.3339,1259.2713,0.201124,-313.046206,-313.03774,-313.036796,-313.079629,32.112
gdb_70883,CC12CC3(O)CC1C23C,2.41323,1.58075,1.37921,0.8517,83.13,-0.225,0.0786,0.3036,1083.1142,0.181081,-387.054179,-387.045025,-387.044081,-387.087233,35.526
gdb_88186,CC1OC11CCCC=C1,3.40085,1.1759,1.01238,1.869,86.16,-0.2382,0.0128,0.251,1265.1543,0.183278,-387.100755,-387.092203,-387.091259,-387.133811,33.397
gdb_20329,C#CCn1ccnn1,6.35594,1.35608,1.18177,4.3251,64.82,-0.261,-0.0044,0.2566,958.1682,0.096138,-357.599191,-357.592238,-357.591294,-357.631332,24.834
gdb_45362,N=C1OC2COC(C2)O1,3.15601,1.69345,1.48372,4.3085,65.14,-0.2504,0.0479,0.2983,913.1023,0.127187,-475.045313,-475.038662,-475.037717,-475.07672,26.274
gdb_62893,CC1(O)C2OC1C21CN1,3.22728,1.51063,1.18387,2.5175,72.83,-0.235,0.0635,0.2985,1060.3189,0.145748,-438.972015,-438.963768,-438.962823,-439.00417,32.668
gdb_22890,CC1CN=C(N)C1=NO,2.27885,1.59378,1.01991,1.9225,78.77,-0.2199,-0.0325,0.1874,1172.1984,0.148155,-435.252609,-435.243582,-435.242637,-435.286713,34.023
gdb_31900,CNc1ncc(o1)C#N,6.32843,0.91297,0.80263,5.5327,76.66,-0.2241,-0.0339,0.1902,1347.025,0.102203,-432.913887,-432.905617,-432.904673,-432.947309,28.799
gdb_82877,CC1C2OC3CC2(O)C13,2.80155,1.7439,1.39342,2.3167,74.49,-0.2377,0.0698,0.3075,990.1606,0.159975,-422.984513,-422.977029,-422.976085,-423.0159,30.785
gdb_95277,OC1COC2CC=CC12,2.68347,1.71079,1.24543,0.9713,75.41,-0.2361,0.0248,0.2609,1031.9387,0.161388,-423.037929,-423.030231,-423.029287,-423.070282,30.161
gdb_52085,O=COCC1(CO1)C=O,3.07446,1.08539,0.89862,5.7342,64.12,-0.2754,-0.0566,0.2188,1256.9884,0.109217,-494.897351,-494.888428,-494.887484,-494.932087,30.512
gdb_31576,Cc1c(oc(n1)OC)N,3.29437,1.20063,0.89406,3.7194,72.79,-0.2065,0.032,0.2385,1287.7561,0.135366,-455.17423,-455.164951,-455.164007,-455.208441,33.03
gdb_26542,Cc1c(c(=O)cco1)O,2.409,1.84913,1.05299,3.3332,72.74,-0.2256,-0.0414,0.1842,1067.7797,0.113032,-457.825402,-457.817624,-457.81668,-457.857736,29.197
gdb_8223,CC(=O)OC1CCC1,5.25471,1.16856,1.05283,1.8377,68.98,-0.2649,0.0183,0.2832,1162.4577,0.152727,-384.973422,-384.964856,-384.963912,-385.007973,30.014
gdb_118311,CC#CC(CCO)C=O,2.2473,0.77845,0.59997,1.5662,82.6,-0.2442,-0.0279,0.2162,1843.7663,0.155016,-423.004714,-422.993325,-422.992381,-423.044765,37.365
gdb_80596,NC1C2[NH2+]C(C12)C([O-])=O,3.75994,1.11438,1.00965,6.175,68.28,-0.2425,0.0247,0.2672,1186.3783,0.137983,-455.12861,-455.120686,-455.119742,-455.16143,30.136
gdb_26478,CC1(CN1)C1=CC=CO1,3.61606,1.25177,1.05539,1.237,79.14,-0.2087,0.0211,0.2297,1166.5557,0.148569,-401.953545,-401.945493,-401.944549,-401.98652,30.825
gdb_11354,CCC1=CC(C)OC1,4.98978,1.1878,1.04937,1.7281,78.48,-0.2248,0.0229,0.2477,1201.3854,0.176428,-349.02135,-349.012566,-349.011622,-349.055125,31.904
gdb_40393,C1OC1C12CC1N1CC21,4.40345,1.17597,1.10427,2.2551,75.31,-0.2222,0.0598,0.282,1131.3273,0.147757,-401.828371,-401.820937,-401.819993,-401.860482,29.378
gdb_84055,OC1C=C(C#C)C2CC12,3.45627,1.20357,0.99344,1.0378,83.78,-0.2262,-0.0271,0.1991,1188.7159,0.135483,-384.64954,-384.641354,-384.640409,-384.682109,31.905
gdb_124062,c1c2c(no1)COC=N2,3.8914,1.63116,1.15771,1.6988,66.05,-0.2372,-0.0274,0.2098,948.9994,0.092131,-452.742043,-452.735697,-452.734753,-452.773805,23.652
gdb_75031,CC1=CC=CC=C(C1)C,1.99219,1.78567,1.03386,0.8885,96.39,-0.2013,-0.022,0.1793,1222.1236,0.183096,-349.992597,-349.983763,-349.982819,-350.025637,34.386
gdb_108062,CCC12CC3CC1(C)N23,2.64784,1.55125,1.14489,1.5712,85.96,-0.2326,0.092,0.3246,1169.3677,0.19441,-367.173852,-367.165015,-367.164071,-367.207174,34.394
gdb_127885,CN=c1nnn(nn1)C,4.5676,1.1591,0.98545,3.1184,77.76,-0.2381,-0.0803,0.1578,1192.4965,0.110846,-446.209106,-446.200576,-446.199632,-446.242863,29.875
gdb_21343,c1cn(nn1)CC#N,6.29057,1.35313,1.20312,2.9891,60.2,-0.2777,-0.0238,0.2539,930.5029,0.085655,-373.70206,-373.695456,-373.694512,-373.734047,22.872
gdb_1769,CN1CC1(C)C#C,4.61558,1.9646,1.75629,1.5588,68.07,-0.2296,0.0459,0.2755,790.4313,0.13406,-288.574763,-288.56679,-288.565846,-288.606247,29.369
gdb_128359,CNc1cc(on1)C=O,5.33572,0.90241,0.77929,5.7794,73.89,-0.2334,-0.076,0.1574,1394.6714,0.112197,-453.940045,-453.9316,-453.930656,-453.973788,29.609
gdb_5030,c1c(c(=O)nco1)N,3.55554,2.3698,1.42377,4.4578,59.82,-0.2245,-0.0423,0.1822,786.0709,0.085867,-414.703439,-414.697066,-414.696121,-414.73386,24.188
gdb_72396,CC12CCC(O)(C1)C=C2,3.00942,1.45999,1.36689,1.4697,81.98,-0.2375,0.0202,0.2577,1061.9532,0.183441,-387.105921,-387.097771,-387.096827,-387.137653,33.892
gdb_109934,COC1C(C)OC1(C)C,2.1069,1.40102,1.09672,2.0974,82.41,-0.2404,0.0769,0.3173,1274.6685,0.202269,-425.416113,-425.405377,-425.404432,-425.45168,39.274
gdb_20838,CCc1cnn(n1)C,5.19079,1.31487,1.14746,0.3687,71.61,-0.2456,0.0027,0.2483,1085.0984,0.143472,-360.06151,-360.053299,-360.052355,-360.095528,28.356
gdb_29124,CC1=CC(O)=COC1=N,3.00679,1.39139,0.95676,3.0549,78.33,-0.1982,-0.0405,0.1577,1173.2123,0.124278,-437.919721,-437.911546,-437.910601,-437.952231,31.29
gdb_28630,c1c(cnc(n1)O)C=O,5.38615,1.05179,0.87996,0.9582,70.83,-0.2661,-0.0731,0.193,1196.9822,0.091287,-452.822369,-452.815361,-452.814417,-452.85418,25.732
gdb_61746,CN(CC=O)C(=N)C#N,3.60677,0.91579,0.78776,1.4803,74.71,-0.2461,-0.0531,0.193,1392.0158,0.12195,-434.077258,-434.067289,-434.066345,-434.114121,33.138
gdb_34065,N#CC12NC3=NCC1C23,4.18663,1.42787,1.23152,3.8534,73.51,-0.2519,-0.0808,0.1711,966.9868,0.101341,-395.595097,-395.588348,-395.587404,-395.626129,26.475
gdb_97523,C(C#CC(=N)NC=O)O,5.1582,0.60226,0.55373,3.5921,76.1,-0.2631,-0.0517,0.2113,1893.0127,0.1116,-453.932126,-453.922497,-453.921553,-453.968925,32.44
gdb_105042,CC1(CC1)C1(CO)CO1,2.66035,1.26741,1.12462,1.8732,77.47,-0.2592,0.0825,0.3417,1202.6815,0.181172,-424.19297,-424.183591,-424.182647,-424.226836,36.029
gdb_130666,O=C1N=NOC=C1C#C,3.09487,0.76528,0.64769,2.6887,66.57,-0.2462,-0.0715,0.1747,1589.811,0.058265,-451.567178,-451.556012,-451.555068,-451.609472,32.866
gdb_104336,CC1(CO)CCC=CC1,2.94285,1.19435,1.06312,1.462,86.27,-0.2333,0.0348,0.268,1253.4043,0.206309,-388.308758,-388.299362,-388.298418,-388.342199,36.781
gdb_87140,CC1CC1(O)C1(C)CO1,2.78475,1.2613,1.09741,1.6117,78.83,-0.2391,0.0781,0.3173,1221.5031,0.180175,-424.19804,-424.188468,-424.187524,-424.231901,36.96
gdb_116639,CNC=[NH+][C-](C#N)C#N,2.7648,0.86604,0.66373,10.9989,93.04,-0.1816,-0.0479,0.1337,1607.0794,0.112216,-412.977086,-412.967165,-412.966221,-413.013055,33.228
gdb_49272,C1CC12CNC=C2C=O,2.4133,1.70643,1.09718,5.2618,83.44,-0.1982,-0.0286,0.1696,1097.9965,0.148728,-401.961152,-401.953049,-401.952105,-401.993865,31.002
gdb_109000,CCC1=CC2CC1C2O,3.49552,1.07327,1.02185,1.187,84.85,-0.2151,0.0228,0.2379,1290.6523,0.182985,-387.062603,-387.053986,-387.053042,-387.095802,33.813
gdb_7809,OC1CCNC(=O)C1,3.34632,1.71934,1.19073,2.7646,64.85,-0.2384,0.0294,0.2677,977.3098,0.144301,-401.04659,-401.03902,-401.038076,-401.078472,28.652
gdb_50971,N=COC(CC=O)C#N,1.96265,1.08668,0.72371,2.1455,69.61,-0.2729,-0.0507,0.2222,1465.5785,0.109453,-453.947746,-453.938011,-453.937067,-453.984658,31.853
gdb_102200,CCC(CC#N)CC#N,2.98511,0.8711,0.76416,3.2857,79.67,-0.3288,0.0044,0.3332,1492.4206,0.158318,-382.110237,-382.100096,-382.099152,-382.14697,35.285
gdb_44136,N=C1OC2C(C3CN3)C12,3.25006,1.35522,1.20499,3.6724,73.54,-0.2418,0.01,0.2517,1068.794,0.13719,-417.938553,-417.931057,-417.930113,-417.970939,28.949
gdb_74892,CC1=CN2CC2CC1=O,2.90851,1.52077,1.06736,3.1264,81.4,-0.226,-0.0447,0.1813,1124.5934,0.148379,-401.9606,-401.952452,-401.951507,-401.993733,30.751
gdb_8333,CC1CC2(C1)COC2,5.55137,1.18985,1.18526,2.0283,74.85,-0.2412,0.0704,0.3116,1108.7034,0.177088,-348.975562,-348.967512,-348.966568,-349.008498,30.166
gdb_54567,NC(=O)C12OC3C1OC23,3.26802,1.59236,1.21301,3.5551,61.83,-0.2432,0.0028,0.246,970.3807,0.099137,-473.727949,-473.720424,-473.71948,-473.76084,28.205
gdb_105416,C1CC(C1)(CC=O)CO,2.67429,1.21558,1.01509,3.1168,78.87,-0.2522,-0.0418,0.2104,1251.6016,0.181796,-424.221653,-424.212297,-424.211353,-424.255912,34.941
gdb_56903,CC(C#C)N1CC1(C)C,2.25513,1.26633,1.001,1.2157,88.84,-0.2265,0.0491,0.2756,1324.4151,0.190274,-367.157445,-367.146823,-367.145879,-367.192571,39.833
gdb_128082,CNC(=O)n1cnnc1,4.66568,1.07101,0.88191,5.9851,68.26,-0.2645,-0.0319,0.2326,1250.759,0.113969,-450.169261,-450.160903,-450.159959,-450.203494,28.778
gdb_29113,OC1=CNC(=O)C(=N)O1,3.11887,1.47809,1.00295,4.6787,65.8,-0.2077,-0.0441,0.1636,1069.0523,0.089018,-489.918718,-489.910651,-489.909707,-489.952254,29.057
gdb_49957,N=CN1CC1(C=O)C#C,2.77028,1.25448,0.98655,1.671,75.86,-0.2532,-0.0431,0.2102,1181.6455,0.109635,-416.745954,-416.736988,-416.736044,-416.779967,32.025
gdb_24171,C(C1CO1)N1C=CN=C1,5.09897,0.9701,0.86163,5.2053,74.09,-0.2209,0.0299,0.2508,1313.9999,0.137747,-418.011726,-418.003887,-418.002943,-418.045853,28.44
gdb_37928,C1CC2C3OC4C1C2C34,2.84416,2.10972,1.9898,1.5579,75.97,-0.2361,0.0699,0.3061,832.2163,0.163447,-385.85274,-385.846813,-385.845869,-385.882728,25.94
gdb_51564,O=CCC1CC1C1CO1,3.75854,0.84412,0.76881,4.1366,76.86,-0.2419,-0.0158,0.2261,1489.8542,0.157579,-422.99539,-422.986295,-422.985351,-423.030542,32.559
gdb_28484,Cc1c(ncc(n1)O)N,3.05952,1.43274,0.98276,2.3481,77.76,-0.2023,-0.0328,0.1695,1148.7228,0.125717,-434.138737,-434.130671,-434.129726,-434.170988,31.207
gdb_87814,OC1CC11CC2C(O)C12,2.7235,1.46799,1.23095,2.6646,75.29,-0.2308,0.0638,0.2946,1076.3024,0.158482,-422.963612,-422.955131,-422.954187,-422.996468,33.268
gdb_52140,N=COCC1C2CC1O2,5.67324,0.73094,0.72103,3.9155,75.58,-0.2449,0.0178,0.2627,1576.9668,0.147047,-438.996913,-438.98847,-438.987526,-439.03206,30.321
gdb_6579,CC12CC1C(C)(O)C2,3.6153,1.66965,1.44648,1.4305,75.21,-0.2438,0.0759,0.3197,968.1182,0.175565,-348.98706,-348.978607,-348.977663,-349.019042,33.304
gdb_44042,O=C1OC23CC4C2NC134,3.43748,1.80172,1.54125,3.6517,66.07,-0.2452,-0.029,0.2162,850.0558,0.101409,-436.532925,-436.52678,-436.525835,-436.56334,24.861
gdb_100640,CC(O)(C#N)C(N)CO,2.15284,1.2747,0.97659,3.0546,71.9,-0.2471,0.0109,0.258,1263.465,0.156901,-456.340189,-456.329503,-456.328559,-456.375369,38.758
gdb_26568,c1coc(c(c1=O)N)O,2.40522,1.87986,1.05664,4.6165,69.57,-0.1967,-0.0283,0.1684,1036.9589,0.101688,-473.870283,-473.862435,-473.861491,-473.90234,29.843
gdb_29483,Cc1c[nH]c2c1occ2,3.20131,1.67716,1.10812,2.1814,78.38,-0.1831,0.0201,0.2032,1049.3575,0.126638,-400.79211,-400.78465,-400.783706,-400.823874,28.825
gdb_10688,CC(N)C1(CO1)C#N,2.86526,1.91766,1.34656,3.7971,65.12,-0.2576,0.0039,0.2615,928.8814,0.129713,-379.904434,-379.89604,-379.895096,-379.937074,30.658
gdb_114586,OCC1CC2CC12C#N,2.62014,1.1995,0.96421,4.2495,77.55,-0.268,0.0181,0.2862,1245.5878,0.147954,-401.930403,-401.921749,-401.920805,-401.963956,32.201
gdb_5972,CC(C)(COC)C#N,3.42532,1.21405,1.12916,3.7967,72.58,-0.2725,0.0361,0.3086,1156.9909,0.162965,-365.075458,-365.065639,-365.064695,-365.109884,34.467
gdb_123596,C1C2CN1C1=CNN=C21,4.17506,1.64358,1.41741,0.5444,74.2,-0.2232,0.0268,0.25,907.425,0.129124,-396.869066,-396.862979,-396.862034,-396.899302,25.314
gdb_33017,COCc1cnccn1,4.98244,0.9428,0.80076,1.5784,78.35,-0.2431,-0.0459,0.1973,1402.6902,0.137184,-418.040948,-418.03269,-418.031746,-418.075001,29.231
gdb_57573,CC(C1CC1)(C2CC2)O,2.87958,1.12001,1.06082,1.4926,85.28,-0.262,0.078,0.34,1300.4534,0.204057,-388.264142,-388.254041,-388.253097,-388.299228,38.421
gdb_127050,CCOc1c(non1)N,3.36185,1.08754,0.8309,4.5128,68.41,-0.2341,-0.016,0.218,1344.0581,0.12376,-471.161707,-471.152969,-471.152025,-471.195687,31.464
gdb_127286,Cn1cc2c(n1)[nH]cn2,5.34363,1.32394,1.06826,1.6723,75.44,-0.2114,-0.0011,0.2103,1068.5959,0.116395,-413.015146,-413.007943,-413.006999,-413.047685,26.797
gdb_93128,CC1CN=COC1C=O,2.01501,1.84713,1.28863,3.8002,72.09,-0.2495,-0.039,0.2105,1049.6884,0.147624,-439.104389,-439.095914,-439.09497,-439.137752,31.109
gdb_24328,c1c2cocc2ncn1,4.15344,1.67302,1.19263,2.4651,73.17,-0.2268,-0.074,0.1528,928.2649,0.093416,-415.656533,-415.650753,-415.649809,-415.686635,23.027
gdb_4880,CCC1=COC(=N)O1,4.85653,1.42526,1.17474,3.8555,64.72,-0.2168,0.0202,0.2369,1013.5331,0.118934,-399.826266,-399.81885,-399.817906,-399.858323,27.123
gdb_23457,ON=C1C=CCC2CC12,3.17509,1.32792,1.02798,1.3325,84.24,-0.2166,-0.0263,0.1902,1163.8341,0.149309,-401.918378,-401.910657,-401.909713,-401.950463,30.717
gdb_116590,CCN=C1CNC(=O)O1,3.9526,0.93572,0.79225,3.2041,73.42,-0.2639,0.0009,0.2648,1435.8637,0.136143,-455.209122,-455.200146,-455.199202,-455.244428,31.334
gdb_38207,C1C2CC11C=CCOC21,3.23018,1.73668,1.39726,1.1765,81.35,-0.2409,0.0111,0.252,969.4696,0.162107,-385.833384,-385.826734,-385.82579,-385.864059,28.184
gdb_91024,CC1OC2C3NC3(C)C12,2.66835,1.68832,1.23124,1.6501,78.27,-0.2437,0.0762,0.3199,1066.5304,0.171256,-403.094013,-403.08582,-403.084876,-403.12644,32.216
gdb_108606,CCC1=C(C(=O)NC1)C,2.7737,1.209,0.90699,4.1965,83.62,-0.2364,-0.0132,0.2232,1326.954,0.170343,-403.21845,-403.208436,-403.207492,-403.255141,35.153
gdb_27278,Cc1ccn2c1CCC2,2.9896,1.54874,1.05305,2.0095,87.3,-0.1875,0.055,0.2425,1164.6599,0.173884,-366.070396,-366.062242,-366.061298,-366.103363,31.143
gdb_99677,COC(C#N)C1COC1,2.52588,1.1838,0.86679,2.4955,72.48,-0.2603,0.0079,0.2682,1324.7816,0.146395,-439.055946,-439.046509,-439.045565,-439.091362,32.391
gdb_88045,CN1CC11COC1C#N,2.41146,1.41752,1.13464,5.0918,73.25,-0.2551,-0.0015,0.2536,1130.0682,0.135069,-417.956256,-417.947667,-417.946722,-417.98987,31.131
